gene_id	gene_name	X442_old_CA1_low	X466_old_SUB_low	T14_new_CA1_high	T14_new_CA1_low	T14_new_CA1_med	T15_new_CA1_low
ENSMUSG00000000001	Gnai3	0	0	32.9819120104708	37.3381456093284	41.2947305870344	80.0872715481655
ENSMUSG00000000003	Pbsn	0	0	0	0	0	0
ENSMUSG00000000028	Cdc45	0	0	0	0	0	0
ENSMUSG00000000031	H19	0	0	0	0	0	0
ENSMUSG00000000037	Scml2	0	0	0	0	0	0
ENSMUSG00000000049	Apoh	0	0	0	0	0	0
ENSMUSG00000000056	Narf	0	432.502568584133	4.00075165595151	11.1816824480478	12.2106134149111	6.81506435706618
ENSMUSG00000000058	Cav2	0	0	1.99316115892034	0	0	0.976826172999308
ENSMUSG00000000078	Klf6	0	0	1.51735940149192	255.905178520733	204.535977966313	1.47765268001959
ENSMUSG00000000085	Scmh1	0	133.278769852778	0	21.9212145121826	23.0443881033405	15.83768140334
ENSMUSG00000000088	Cox5a	370.048909513839	1328.02621871142	167.244959338616	14.5666535105343	18.3769135310784	411.119387341753
ENSMUSG00000000093	Tbx2	0	0	0	0	0	0
ENSMUSG00000000094	Tbx4	0	0	0	0	0	0
ENSMUSG00000000103	Zfy2	0	0	0	0	0	0
ENSMUSG00000000120	Ngfr	0	0	0	0	0	0
ENSMUSG00000000125	Wnt3	0.903123305158072	0	0	0	0	0
ENSMUSG00000000126	Wnt9a	0	0	0	0	0	0
ENSMUSG00000000127	Fer	196.421510112107	0	0	37.2748556841908	7.58831831004226	0
ENSMUSG00000000131	Xpo6	95.6768145561276	32.1910556577579	0	5.66393673963073	14.4441882241139	0
ENSMUSG00000000134	Tfe3	0	0	15.9410225467594	0	0	26.3814038994036
ENSMUSG00000000142	Axin2	0	0	0	0	0	0
ENSMUSG00000000148	Brat1	0	96.4053950292368	0	0	0	0
ENSMUSG00000000149	Gna12	0	0	5.99060665327017	0	0	6.82501906787523
ENSMUSG00000000154	Slc22a18	0	0	0	0	0	0
ENSMUSG00000000157	Itgb2l	0	0	0	0	0	0
ENSMUSG00000000159	Igsf5	0	0	0	0	0	0
ENSMUSG00000000167	Pih1d2	0	0	0	0	0	0
ENSMUSG00000000168	Dlat	0	1071.83257509775	39.9883485908009	52.189271145122	53.5121802344067	99.3559614170018
ENSMUSG00000000171	Sdhd	17.8585992470406	580.421110626557	93.7450657396679	0.938778169228437	1.85224369081543	218.383551760401
ENSMUSG00000000182	Fgf23	0	0	0	0	0	0
ENSMUSG00000000183	Fgf6	0	0	0	0	0	0
ENSMUSG00000000184	Ccnd2	315.29580073808	2.77644679824803	2.85777445293736	106.12225156793	222.053613897133	10.595191301085
ENSMUSG00000000194	Gpr107	28.8528806376591	0	6.01438434587221	0	0	2.91817586194662
ENSMUSG00000000197	Nalcn	68.7063591039542	931.673926547598	6.57545800267981	50.1086609680403	83.1282449799187	22.3092050955969
ENSMUSG00000000202	Btbd17	0	0	9.90718811664029	0	0	20.6356680151384
ENSMUSG00000000204	Slfn4	0	0	0	0	0	0
ENSMUSG00000000214	Th	0	0	0	0	0	0
ENSMUSG00000000215	Ins2	0	0	0	0	0	0
ENSMUSG00000000216	Scnn1g	0	0	0	0	0	0
ENSMUSG00000000223	Drp2	21.3714549935678	0	10.1356289832526	0	0	13.918849857154
ENSMUSG00000000244	Tspan32	0	0	0	0	0	0
ENSMUSG00000000247	Lhx2	0	0.907142444797764	42.4496238733135	13.6178151939872	16.4049287969472	83.6602583399453
ENSMUSG00000000248	Clec2g	0	0	0	0	0	0
ENSMUSG00000000253	Gmpr	4.34748196860922	303.473367051396	19.325181707983	10.3021344344245	8.66247932895423	55.5957544549893
ENSMUSG00000000263	Glra1	0	0	0	0	0	0
ENSMUSG00000000266	Mid2	0	0	0	0	0	11.6200548247288
ENSMUSG00000000275	Trim25	158.046745725219	0	0	0	0	0
ENSMUSG00000000276	Dgke	27.0937270034817	0	0	0	0	0
ENSMUSG00000000278	Scpep1	0	0	22.9047767651129	25.2565201630483	35.5294166268993	65.7878015723943
ENSMUSG00000000282	Mnt	0	0	0	1.86673245909877	1.88228121249355	0
ENSMUSG00000000290	Itgb2	0	0	0	0	0	0
ENSMUSG00000000295	Hddc2	80.4951288657967	164.350817238548	3.24617812637652	0	0	10.7982188981976
ENSMUSG00000000296	Tpd52l1	0	312.686527518433	42.3414786586218	0	0	93.3199781393874
ENSMUSG00000000301	Pemt	0	0	0	0	0	0
ENSMUSG00000000303	Cdh1	0	0	0	0	0	0
ENSMUSG00000000305	Cdh4	0.901713107910598	0	4.01006475448077	0	0	5.83526800073581
ENSMUSG00000000308	Ckmt1	0	1233.49912517454	59.0973452139936	75.0427475684727	72.7126756929695	266.883295815811
ENSMUSG00000000317	Bcl6b	0	0	0	0	0	0
ENSMUSG00000000318	Clec10a	0	0	0	0	0	0
ENSMUSG00000000320	Alox12	0	0	0	0	0	0
ENSMUSG00000000325	Arvcf	0	0	0	2.01524075326582	6.11512959640703	0
ENSMUSG00000000326	Comt	1.7004992237662	295.212940464075	16.9292830791403	19.6716883413119	27.6465508452966	51.1857813600489
ENSMUSG00000000339	Rtca	28.6096344617646	278.262951119669	39.5957566631167	24.3074357140662	26.9477743705987	74.8153676637102
ENSMUSG00000000340	Dbt	2.70937244084433	0	0	0	0	0
ENSMUSG00000000346	Dazap2	319.584934720267	539.481887807346	100.538691882023	18.6949793458584	30.8415258656407	248.200910625632
ENSMUSG00000000355	Mcts1	115.80024293484	597.314029958337	16.545296350918	37.774362519292	57.4980832741121	51.670673104858
ENSMUSG00000000359	Rem1	0	0	0	0	0	0
ENSMUSG00000000365	Rnf17	0	0	0	0	0	0
ENSMUSG00000000374	Trappc10	72.5267126324382	0	1.83199424486301	28.9883173763747	55.6661415443808	7.12293157302586
ENSMUSG00000000378	Ccm2	0	82.8026444486091	1.03758131904344	0	0	2.06580324136317
ENSMUSG00000000381	Wap	0	0	0	0	0	0
ENSMUSG00000000384	Tbrg4	0	0	2.00303294903966	0.939741746476872	0	11.5468409981985
ENSMUSG00000000385	Tmprss2	0	0	0	0	0	0
ENSMUSG00000000392	Fap	0	0	0	0	0	0
ENSMUSG00000000394	Gcg	0	0	0	0	0	0
ENSMUSG00000000399	Ndufa9	0	1145.77303663594	54.0238750091651	15.0282107902695	13.1463508342093	153.851812535427
ENSMUSG00000000402	Egfl6	0	0	0	0	0	0
ENSMUSG00000000409	Lck	0	17.6425333549066	0	6.67896060429377	8.43244409673336	0
ENSMUSG00000000411	Tssk3	0	0	0	0	0	0
